,País,Año,Registro,Clasificacion,Clase,Modo_de_acción,Grupo_Químico,I.A.,Marca,Concentración,Grupo_importador,Importador,Aduana,Transporte,País_Origen,País_procedencia,Cantidad,Unidad,CIF_US$,CIF_Q,Precio,Fecha,Mes,Grupo_fabricante/Offshore,Fabricante/Offshore,Timbres,Estado,Documento_Imp.,Cantidad_320,Cantidad_-1
1133,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.54,2485,1212.92,9373.97,2246.1481481481483,2018-12-12,312,263,236,47.0,Sólido,1,0.54,0.54
1134,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.51,2485,1067.26,7836.39,2092.6666666666665,2018-01-04,695,263,236,39.0,Sólido,1,0.51,0.51
1135,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.12,2485,253.12,1858.93,2109.3333333333335,2018-01-17,695,263,236,9.0,Sólido,1,0.12,0.12
1136,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.3,2485,861.72,6324.89,2872.4,2018-01-17,695,263,236,32.0,Sólido,1,0.3,0.3
1137,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.51,2485,1067.28,7835.02,2092.705882352941,2018-01-25,695,263,236,7.0,Sólido,1,0.51,0.51
1138,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.42,2485,957.44,7034.67,2279.6190476190477,2018-02-07,579,263,236,35.0,Sólido,1,0.42,0.42
1139,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.6,2485,1667.83,12271.54,2779.7166666666667,2018-02-16,579,263,236,55.0,Sólido,1,0.6,0.6
1140,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.09,2485,226.29,1665.04,2514.3333333333335,2018-02-22,579,263,236,8.0,Sólido,1,0.09,0.09
1141,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.03,2485,66.51,490.04,2217.0000000000005,2018-02-28,579,263,236,2.0,Sólido,1,0.03,0.03
1142,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.21,2485,511.85,3829.68,2437.3809523809527,2018-07-18,705,263,236,19.0,Sólido,1,0.21,0.21
1143,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.12,2485,253.08,1892.44,2109.0,2018-07-25,705,263,236,9.0,Sólido,1,0.12,0.12
1144,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.03,2485,107.0,800.42,3566.666666666667,2018-06-20,616,263,236,4.0,Sólido,1,0.03,0.03
1145,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.06,2485,129.55,970.32,2159.166666666667,2018-06-26,616,263,236,5.0,Sólido,1,0.06,0.06
1146,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.03,2485,66.95,494.65,2231.666666666667,2018-03-15,513,263,236,2.0,Sólido,1,0.03,0.03
1147,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.06,2485,133.02,984.44,2217.0000000000005,2018-03-23,513,263,236,5.0,Sólido,1,0.06,0.06
1148,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.18,2485,415.59,3081.72,2308.8333333333335,2018-05-08,818,263,236,15.0,Sólido,1,0.18,0.18
1149,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.06,2485,154.17,1144.43,2569.5,2018-05-16,818,263,236,6.0,Sólido,1,0.06,0.06
1150,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.15,2485,329.61,2453.46,2197.4,2018-05-25,818,263,236,12.0,Sólido,1,0.15,0.15
1151,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.09,2485,211.25,1578.6,2347.222222222222,2018-05-31,818,263,236,8.0,Sólido,1,0.09,0.09
1152,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.96,2485,2078.22,16047.23,2164.8125,2018-11-07,291,263,236,65.0,Sólido,1,0.96,0.96
1153,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.27,2485,612.85,4712.91,2269.814814814815,2018-11-14,291,263,236,24.0,Sólido,1,0.27,0.27
1154,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.51,2485,1126.53,8670.33,2208.8823529411766,2018-11-21,291,263,236,43.0,Sólido,1,0.51,0.51
1155,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.33,2485,738.84,5684.64,2238.909090909091,2018-11-30,291,263,236,28.0,Sólido,1,0.33,0.33
1156,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.36,2485,779.21,6001.52,779.21,2018-10-03,346,263,236,30.0,Sólido,1,0.36,0.36
1157,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.51,2485,1079.53,8311.12,2116.725490196078,2018-10-10,346,263,236,42.0,Sólido,1,0.51,0.51
1158,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.36,2485,950.74,7334.9,950.74,2018-10-17,346,263,236,37.0,Sólido,1,0.36,0.36
1159,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.27,2485,569.35,4407.81,569.35,2018-10-29,346,263,236,22.0,Sólido,1,0.27,0.27
1160,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.24,2485,636.66,4931.15,2652.75,2018-10-31,346,263,236,25.0,Sólido,1,0.24,0.24
1161,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.24,2485,541.8,4097.38,541.8,2018-09-05,347,263,236,20.0,Sólido,1,0.24,0.24
1162,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.3,2485,646.3,4925.76,646.3,2018-09-12,347,263,236,25.0,Sólido,1,0.3,0.3
1163,6425,2018,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.18,2485,389.0,2977.62,389.0,2018-09-20,347,263,236,15.0,Sólido,1,0.18,0.18
1164,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,70.23,519.69,638.4545454545455,2018-04-18,611,263,236,3.0,Sólido,1,0.11,0.11
1165,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,63.14,467.28,574.0,2018-04-24,611,263,236,2.0,Sólido,1,0.11,0.11
1166,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.22,2485,125.56,940.02,570.7272727272727,2018-08-09,592,263,236,5.0,Sólido,1,0.22,0.22
1167,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,63.94,478.48,581.2727272727273,2018-08-16,592,263,236,2.0,Sólido,1,0.11,0.11
1168,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.22,2485,120.82,909.35,120.82,2018-08-31,592,263,236,5.0,Sólido,1,0.22,0.22
1169,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.77,2485,425.46,3123.95,552.5454545454545,2018-01-04,695,263,236,16.0,Sólido,1,0.77,0.77
1170,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.22,2485,121.56,892.39,552.5454545454545,2018-01-25,695,263,236,4.0,Sólido,1,0.22,0.22
1171,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,73.43,540.3,667.5454545454546,2018-02-22,579,263,236,3.0,Sólido,1,0.11,0.11
1172,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,64.51,475.31,586.4545454545455,2018-02-28,579,263,236,2.0,Sólido,1,0.11,0.11
1173,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,62.77,470.14,570.6363636363636,2018-06-26,616,263,236,2.0,Sólido,1,0.11,0.11
1174,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,68.87,508.14,626.0909090909091,2018-03-06,513,263,236,3.0,Sólido,1,0.11,0.11
1175,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.22,2485,129.9,959.76,590.4545454545455,2018-03-15,513,263,236,5.0,Sólido,1,0.22,0.22
1176,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,64.51,477.42,586.4545454545455,2018-03-23,513,263,236,2.0,Sólido,1,0.11,0.11
1177,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,67.26,498.75,611.4545454545455,2018-05-08,818,263,236,2.0,Sólido,1,0.11,0.11
1178,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,66.09,508.24,600.8181818181819,2018-11-14,291,263,236,3.0,Sólido,1,0.11,0.11
1179,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,64.27,494.65,584.2727272727273,2018-11-21,291,263,236,5.0,Sólido,1,0.11,0.11
1180,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,62.93,484.69,62.93,2018-10-03,346,263,236,2.0,Sólido,1,0.11,0.11
1181,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.22,2485,131.45,994.1,597.5,2018-09-05,347,263,236,5.0,Sólido,1,0.22,0.22
1182,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.11,2485,62.63,477.33,62.63,2018-09-12,347,263,236,2.0,Sólido,1,0.11,0.11
1183,6425,2018,36,5406,1647,165,332,36,36,332,264,264,633,634,233,234,0.44,2485,251.33,1923.82,251.33,2018-09-20,347,263,236,10.0,Sólido,1,0.44,0.44
1184,6425,2018,1,5406,1647,2,332,1,1,332,264,264,633,634,233,234,0.09,2485,141.38,1057.19,1570.888888888889,2018-08-08,592,263,236,105.0,Sólido,1,0.09,0.09
1185,6425,2018,1,5406,1647,2,332,1,1,332,264,264,633,634,233,234,0.07,2485,140.58,1051.21,2008.2857142857142,2018-08-08,592,263,236,105.0,Sólido,1,0.07,0.07
1186,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,9.43,2485,1127.4,8659.6,119.55461293743373,2019-04-02,611,263,236,43.0,Sólido,1,9.43,9.43
1187,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,7.59,2485,957.27,7340.87,126.12252964426878,2019-04-15,611,263,236,37.0,Sólido,1,7.59,7.59
1188,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,10.81,2485,1325.04,10129.53,122.57539315448658,2019-08-09,592,263,236,50.0,Sólido,1,10.81,10.81
1189,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,5.52,2485,659.26,5094.92,119.43115942028986,2019-01-10,695,263,236,25.0,Sólido,1,5.52,5.52
1190,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,10.58,2485,1437.0,11102.0,135.82230623818526,2019-01-16,695,263,236,52.0,Sólido,1,10.58,10.58
1191,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,3.22,2485,422.97,3266.28,131.35714285714286,2019-01-23,695,263,236,17.0,Sólido,1,3.22,3.22
1192,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,5.06,2485,659.26,5117.43,130.28853754940712,2019-02-06,579,263,236,26.0,Sólido,1,5.06,5.06
1193,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,0.23,2485,33.38,258.74,145.1304347826087,2019-02-14,579,263,236,1.0,Sólido,1,0.23,0.23
1194,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,0.69,2485,109.03,841.63,158.01449275362322,2019-02-27,579,263,236,4.0,Sólido,1,0.69,0.69
1195,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,15.41,2485,1875.05,14428.06,121.67748215444516,2019-07-11,705,263,236,59.0,Sólido,1,15.41,15.41
1196,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,9.2,2485,1119.82,8575.06,121.7195652173913,2019-07-25,705,263,236,43.0,Sólido,1,9.2,9.2
1197,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,6.9,2485,1289.36,9935.5,186.863768115942,2019-06-13,616,263,236,50.0,Sólido,1,6.9,6.9
1198,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,7.36,2485,895.04,6893.85,121.6086956521739,2019-06-25,616,263,236,34.0,Sólido,1,7.36,7.36
1199,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,5.98,2485,754.21,5804.8,126.12207357859532,2019-03-13,513,263,236,29.0,Sólido,1,5.98,5.98
1200,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,10.81,2485,1446.81,11112.47,133.83996299722477,2019-03-28,513,263,236,52.0,Sólido,1,10.81,10.81
1201,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,6.9,2485,948.75,7252.35,137.5,2019-05-02,818,263,236,36.0,Sólido,1,6.9,6.9
1202,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,11.96,2485,1416.37,10843.93,118.42558528428091,2019-05-16,818,263,236,52.0,Sólido,1,11.96,11.96
1203,6425,2019,66,5406,1647,165,332,66,66,332,264,264,633,634,233,234,7.36,2485,962.5,7392.72,130.77445652173913,2019-05-29,818,263,236,37.0,Sólido,1,7.36,7.36
1204,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,5.33,2485,1741.24,13456.72,326.686679174484,2019-01-10,695,263,236,57.0,Sólido,1,5.33,5.33
1205,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,5.07,2485,1803.32,13932.13,355.68441814595656,2019-01-16,695,263,236,58.0,Sólido,1,5.07,5.07
1206,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,5.72,2485,1989.33,15362.12,347.784965034965,2019-01-23,695,263,236,61.0,Sólido,1,5.72,5.72
1207,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,1.95,2485,674.5,5235.73,345.8974358974359,2019-02-06,579,263,236,26.0,Sólido,1,1.95,1.95
1208,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,7.28,2485,2709.2,21000.17,372.1428571428571,2019-02-14,579,263,236,72.0,Sólido,1,7.28,7.28
1209,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,19.89,2485,6799.93,52490.29,341.87682252388134,2019-02-27,579,263,236,135.0,Sólido,1,19.89,19.89
1210,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,1.82,2485,616.11,4741.91,338.52197802197804,2019-03-13,513,263,236,24.0,Sólido,1,1.82,1.82
1211,6425,2019,63,5406,1647,165,332,52,63,332,264,264,633,634,233,234,6.89,2485,2426.51,18637.22,352.178519593614,2019-03-28,513,263,236,67.0,Sólido,1,6.89,6.89
1212,6425,2019,1,5406,1647,11,332,3,3,332,264,264,633,634,233,234,0.2,2485,1042.83,8025.11,5214.15,2019-01-04,695,263,236,100.0,Sólido,1,0.2,0.2
1213,6425,2019,1,279,2239,5,332,5,1,119,546,546,633,634,507,319,1.5,3872,64.77,498.11,43.18,2019-04-11,611,531,160,105.0,Líquido,1,1.5,1.5
1214,6425,2019,2,5406,2239,5,332,5,6,209,184,184,2290,3798,1227,1240,204.0,2485,9912.36,76406.45,48.59,2019-07-12,705,442,115,185.0,Sólido,1,204.0,204.0
1215,6425,2019,1,5406,2239,5,332,5,1,112,601,504,2290,3798,1227,551,540.0,2485,16799.4,129755.04,31.110000000000003,2019-01-16,695,476,63,260.0,Sólido,1,540.0,540.0
1216,6425,2019,10,5406,2239,10,332,10,2,10,546,546,623,1993,578,660,2400.0,3872,14976.0,114740.42,6.24,2019-06-03,616,531,287,245.0,Líquido,1,2400.0,2400.0
1217,6425,2019,10,5406,2239,10,332,10,8,10,546,546,623,1993,578,660,1200.0,3872,7488.0,57869.06,6.24,2019-01-18,695,531,287,146.0,Líquido,1,1200.0,1200.0
1218,6425,2019,10,5406,2239,10,332,10,8,10,546,546,623,1993,578,660,6720.0,3872,33600.0,259668.86,5.0,2019-01-24,695,531,287,390.0,Líquido,1,6720.0,6720.0
1219,6425,2019,10,5406,2239,10,332,10,2,10,546,546,623,1993,578,660,2880.0,3872,12960.0,99384.41,4.5,2019-04-12,611,531,160,7.66,Líquido,1,2880.0,2880.0
1220,6425,2019,14,5406,2239,33,332,29,14,14,546,546,623,1993,578,660,3600.0,3872,21240.0,162616.41,5.9,2019-05-28,818,531,287,293.0,Líquido,1,3600.0,3600.0
1221,6425,2019,14,5406,2239,33,332,29,14,14,546,546,623,1993,578,660,5760.0,3872,32659.2,250043.41,5.67,2019-05-28,818,531,287,380.0,Líquido,1,5760.0,5760.0
1222,6425,2019,14,5406,2239,33,332,29,14,14,546,546,623,1993,578,660,4800.0,3872,27216.0,208369.51,5.67,2019-05-29,818,531,287,339.0,Líquido,1,4800.0,4800.0
1223,6425,2019,14,5406,2239,33,332,29,14,14,546,546,623,1993,578,660,13440.0,3872,76204.8,584380.32,5.67,2019-04-12,611,531,160,714.0,Líquido,1,13440.0,13440.0
1224,6425,2019,14,5406,2239,33,332,29,14,14,546,546,623,1993,578,660,2880.0,3872,18144.0,140221.19,6.3,2019-01-14,695,531,160,270.0,Líquido,1,2880.0,2880.0
1225,6425,2019,3,5406,2239,33,332,29,6,350,24,24,623,1993,578,660,360.0,3872,6814.85,52650.3,18.93013888888889,2019-01-22,695,24,17,135.0,Líquido,1,360.0,360.0
1226,6425,2019,3,5406,2239,33,332,29,2,350,24,24,623,1993,578,660,180.0,3872,3407.2,26170.84,18.92888888888889,2019-04-03,611,24,7,82.0,Líquido,1,180.0,180.0
1227,6425,2019,3,5406,2239,33,332,29,6,350,24,24,623,1993,578,660,180.0,3872,3407.2,26311.28,18.92888888888889,2019-01-28,695,24,7,83.0,Líquido,1,180.0,180.0
1228,6425,2019,1,279,2239,33,332,1,1,1,1,1,633,634,1227,551,2.4,2485,565.0,4339.58,235.41666666666669,2019-08-01,592,1,1,122.0,Sólido,1,2.4,2.4
1229,6425,2019,1,279,2239,33,332,1,1,119,546,546,633,634,507,319,2.0,3872,49.25,377.68,24.625,2019-04-25,611,531,160,105.0,Líquido,1,2.0,2.0
1230,6425,2019,7,5406,1647,40,332,24,7,12,156,156,2290,3798,1227,551,540.0,2485,16535.34,126741.73,30.621,2019-08-12,592,229,225,257.0,Sólido,1,540.0,540.0
1231,6425,2019,7,5406,1647,40,332,24,7,12,156,156,2290,3798,1227,551,1080.0,2485,33068.68,254218.78,30.61914814814815,2019-07-10,705,229,225,384.0,Sólido,1,1080.0,1080.0
1232,6425,2019,7,5406,1647,40,332,24,7,12,156,156,2290,3798,1227,551,1620.0,2485,49581.01,380742.49,30.605561728395063,2019-03-29,513,229,225,511.0,Sólido,1,1620.0,1620.0
1233,6425,2019,2,5406,1647,40,332,24,6,9,601,504,2290,3798,1227,551,576.0,2485,10897.92,84221.85,18.92,2019-01-10,695,476,63,199.0,Sólido,1,576.0,576.0
1234,6425,2019,2,5406,1647,40,332,24,6,9,601,504,2290,3798,1227,551,576.0,2485,10897.92,83686.11,18.92,2019-03-27,513,476,63,197.0,Sólido,1,576.0,576.0
1235,6425,2019,7,5406,1647,40,332,24,7,7,601,504,2290,3798,1227,551,576.0,2485,11750.4,90812.61,20.4,2019-01-18,695,476,15,212.0,Sólido,1,576.0,576.0
1236,6425,2019,3,5406,1647,40,332,24,1,9,166,166,2290,3798,1227,551,352.0,2485,4380.38,33768.66,12.444261363636365,2019-06-26,616,153,49,98.0,Sólido,1,352.0,352.0
1237,6425,2019,3,5406,1647,40,332,24,2,9,166,166,2290,3798,1227,551,352.0,2485,4330.97,33511.79,12.303892045454546,2019-02-18,579,153,49,97.0,Sólido,1,352.0,352.0
1238,6425,2019,3,5406,1647,40,332,24,2,9,166,166,2290,3798,1227,551,352.0,2485,4411.39,34015.83,12.532357954545455,2019-02-27,579,153,49,100.0,Sólido,1,352.0,352.0
1239,6425,2019,1,279,1647,4,332,4,1,1,184,184,633,634,578,660,30.0,2485,244.85,1885.76,8.161666666666667,2019-07-24,705,1,1,10.0,Sólido,1,30.0,30.0
1240,6425,2019,3,5406,1647,4,332,4,3,3,19,19,633,634,1227,551,480.0,3872,15492.3,119431.23,32.275625,2019-06-26,616,1,1,250.0,Líquido,1,480.0,480.0
1241,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,442.2,2485,10050.0,77608.71,22.727272727272727,2019-01-24,695,263,236,185.0,Sólido,1,442.2,442.2
1242,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,316.8,2485,7200.0,55285.2,22.727272727272727,2019-07-22,705,263,236,141.0,Sólido,1,316.8,316.8
1243,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,237.6,2485,5400.0,41702.58,22.727272727272727,2019-06-05,616,263,236,113.0,Sólido,1,237.6,237.6
1244,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,330.0,2485,7500.0,57607.8,22.727272727272727,2019-04-02,611,263,8,145.0,Sólido,1,330.0,330.0
1245,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,336.6,2485,7650.0,58355.5,22.727272727272727,2019-04-24,611,263,8,147.0,Sólido,1,336.6,336.6
1246,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,310.2,2485,7050.0,54087.67,22.727272727272727,2019-08-06,592,263,8,138.0,Sólido,1,310.2,310.2
1247,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,396.0,2485,9000.0,69562.53,22.727272727272727,2019-01-30,695,263,8,169.0,Sólido,1,396.0,396.0
1248,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,343.2,2485,7800.0,60354.14,22.727272727272727,2019-02-19,579,263,8,151.0,Sólido,1,343.2,343.2
1249,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,244.2,2485,5550.0,42747.65,22.727272727272727,2019-06-25,616,263,8,115.0,Sólido,1,244.2,244.2
1250,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,369.6,2485,8400.0,64650.85,22.727272727272727,2019-03-13,513,263,8,159.0,Sólido,1,369.6,369.6
1251,6425,2019,30,5406,84,31,332,31,30,332,264,264,633,634,578,660,277.2,2485,6300.0,48233.68,22.727272727272727,2019-05-14,818,263,8,126.0,Sólido,1,277.2,277.2
1252,6425,2019,8,5406,1647,11,332,8,8,332,264,264,633,634,233,234,136.8,8,97.28,745.65,2.9999999999999996,2019-08-14,592,263,236,5.0,Sólido,1,136.8,136.8
1253,6425,2019,8,5406,1647,11,332,8,8,332,264,264,633,634,233,234,136.8,8,181.37,1395.6,2.9999999999999996,2019-07-11,705,263,236,7.0,Sólido,1,136.8,136.8
1254,6425,2019,8,5406,1647,11,332,8,8,332,264,264,633,634,233,234,136.8,8,26.48,203.38,2.9999999999999996,2019-03-28,513,263,236,5.0,Sólido,1,136.8,136.8
1255,6425,2019,8,5406,1647,11,332,8,8,332,264,264,633,634,233,234,136.8,8,22.94,175.63,2.9999999999999996,2019-05-16,818,263,236,5.0,Sólido,1,136.8,136.8
1256,6425,2019,3,5406,1647,196,332,3,3,156,60,60,148,1993,53,177,15.0,3872,3.17,24.47,0.21133333333333332,2019-01-28,695,54,37,1.0,Líquido,1,15.0,15.0
1257,6425,2019,7,5406,1647,196,332,8,8,370,60,60,148,1993,53,177,665.0,3872,3364.0,25761.71,5.0586466165413535,2019-04-24,611,54,37,85.0,Líquido,1,665.0,665.0
1258,6425,2019,7,5406,1647,196,332,8,8,1,60,60,148,1993,53,177,30.0,3872,6.33,48.87,0.211,2019-01-28,695,54,37,1.0,Líquido,1,30.0,30.0
1259,6425,2019,7,5406,1647,196,332,8,8,56,60,60,148,1993,53,177,740.0,3872,4572.13,35296.84,6.178554054054054,2019-01-28,695,54,37,101.0,Líquido,1,740.0,740.0
1260,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,2.6,2485,849.95,6528.5,326.90384615384613,2019-04-02,611,263,236,33.0,Sólido,1,2.6,2.6
1261,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,4.16,2485,1408.26,10799.31,338.52403846153845,2019-04-15,611,263,236,52.0,Sólido,1,4.16,4.16
1262,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,6.11,2485,2030.04,15519.05,332.2487725040916,2019-08-09,592,263,236,61.0,Sólido,1,6.11,6.11
1263,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,4.81,2485,1834.5,14061.42,381.3929313929314,2019-08-14,592,263,236,58.0,Sólido,1,4.81,4.81
1264,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,3.77,2485,1246.59,9592.21,330.6604774535809,2019-07-11,705,263,236,48.0,Sólido,1,3.77,3.77
1265,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,9.23,2485,3052.69,23376.07,330.7356446370531,2019-07-25,705,263,236,77.0,Sólido,1,9.23,9.23
1266,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,1.82,2485,715.1,5510.39,392.9120879120879,2019-06-13,616,263,236,28.0,Sólido,1,1.82,1.82
1267,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,9.88,2485,3265.73,25153.57,330.5394736842105,2019-06-25,616,263,236,80.0,Sólido,1,9.88,9.88
1268,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,3.12,2485,1119.0,8553.76,358.65384615384613,2019-05-02,818,263,236,43.0,Sólido,1,3.12,3.12
1269,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,4.42,2485,1436.09,10994.91,324.90723981900453,2019-05-17,818,263,236,52.0,Sólido,1,4.42,4.42
1270,6425,2019,63,5406,1647,165,332,11,63,332,264,264,633,634,233,234,4.29,2485,1487.58,11425.73,346.75524475524475,2019-05-29,818,263,236,53.0,Sólido,1,4.29,4.29
1271,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.15,2485,314.99,2419.45,2099.9333333333334,2019-04-02,611,263,236,12.0,Sólido,1,0.15,0.15
1272,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.12,2485,258.03,1978.72,2150.25,2019-04-15,611,263,236,10.0,Sólido,1,0.12,0.12
1273,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.27,2485,573.23,4382.17,2123.074074074074,2019-08-09,592,263,236,22.0,Sólido,1,0.27,0.27
1274,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.75,2485,1574.23,12166.03,2098.9733333333334,2019-01-10,695,263,236,54.0,Sólido,1,0.75,0.75
1275,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.15,2485,333.7,2578.11,2224.6666666666665,2019-01-16,695,263,236,13.0,Sólido,1,0.15,0.15
1276,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.27,2485,591.41,4567.02,2190.407407407407,2019-01-23,695,263,236,23.0,Sólido,1,0.27,0.27
1277,6425,2019,54,5406,1647,54,332,54,54,332,264,264,633,634,233,234,0.27,2485,589.2,4573.6,2182.222222222222,2019-02-06,579,263,236,23.0,Sólido,1,0.27,0.27
